Frage,Antwort,Referenz
Welchen Zweck hat das Verzeichnis von Verarbeitungstätigkeiten nach Art. 30 DSGVO für KISTERS?,"Das Verzeichnis der Verarbeitungstätigkeiten nach Art. 30 DSGVO dient der Erfüllung der Pflicht des Datenverantwortlichen, eine umfassende Aufzeichnung über die bei ihm durchgeführten Verarbeitungen personenbezogener Daten zu führen. Dieses Register soll alle im Zusammenhang mit den personenbezogenen Daten verarbeiteten Informationen enthalten, wie z.B. die Zwecke der Verarbeitung, die Kategorien von betroffene Personen und die Kategorien von übermittelten Daten.

Nach Art. 30 Abs. 1 DSGVO ist der Datenverantwortliche verpflichtet, eine Aufzeichnung über alle Verarbeitungen personenbezogener Daten zu führen, die unter seiner Verantwortung erfolgen. Dieses Register muss alle im Zusammenhang mit den personenbezogenen Daten verarbeiteten Informationen enthalten.

In diesem Fall hat KISTERS das Verzeichnis der Verarbeitungstätigkeiten gemäß Art. 30 DSGVO zu führen, um seine Pflicht als Datenverantwortlicher zu erfüllen und sicherzustellen, dass alle bei ihm durchgeführten Verarbeitungen personenbezogener Daten ordnungsgemäß dokumentiert sind.

Quelle: KISTERS_DP_RecordProcessingActivities.pdf | Section: 1 Introduction",Record of Processing Activities – 1 Introduction
In welchen Rollen verarbeitet KISTERS personenbezogene Daten und wie wird das im Dokument beschrieben?,"Laut dem Document: KISTERS_IS_DatenschutzSystemservice.pdf | Section: 1 Einleitung, beschreibt es, dass KISTERS als Verantwortlicher (KISTERS Data) oder Auftragsverarbeiter (Client Data) personenbezogene Daten verarbeitet.

In Abschnitt 4.2.1 wird beschrieben, dass KISTERS als Verantwortlicher personenbezogene Daten verarbeitet und Standardvertragsklauseln (MODUL ZWEI: Übermittlung von Verantwortlichen an Auftragsverarbeiter) gemäß der Entscheidung (EU) 2021/914 abgeschlossen werden, um Drittländern die personenbezogenen Daten für KISTERS im Auftrag zu übermitteln.

In Abschnitt 4.2.2 wird beschrieben, dass KISTERS als Auftragsverarbeiter personenbezogene Daten verarbeitet und Standardvertragsklauseln (MODUL EINS: Übermittlung von Verantwortlichen an Verantwortliche) gemäß der Entscheidung (EU) 2021/914 abgeschlossen werden, um Drittländern die personenbezogenen Daten für KISTERS im Auftrag zu übermitteln.

Quelle: Document: KISTERS_IS_DatenschutzSystemservice.pdf | Section: 4.2.1, 4.2.2",Record of Processing Activities – 1 Introduction / 4.1 Controller vs. processor
"Welche Kontaktdaten von KISTERS (Adresse, zentrale Telefonnummer, E-Mail) sollte ich für externe Datenschutzanfragen parat haben?","Laut dem Dokument ""KISTERS_IS_DatenschutzSystemservice.pdf"" | Section: 5 Umgang mit behördlichen Anfragen sind die folgenden Kontaktdaten verfügbar:

* Für Daten schützungsbezogene Anfragen: datenschutz@kisters.de
* Für IT-sicherheitsbezogene Anfragen: itsecurity@kisters.de

Diese E-Mail-Postfächer können als zentrale Ansprechpartner für externe Datenschutzanfragen verwendet werden. Es ist jedoch zu beachten, dass die Kontaktdaten der Person, die sich mit der Anfrage befassen wird (z.B. CISO, DPO oder BCMO), ebenfalls bekannt sein sollten, um eine schnelle und effektive Bearbeitung der Anfrage zu ermöglichen.

Es gibt auch keine Angaben über eine zentrale Telefonnummer oder -Adresse. Es ist jedoch möglich, dass diese Kontaktdaten über die Website von KISTERS oder direkt bei den genannten E-Mail-Postfächern abgefragt werden können.",Record of Processing Activities – 2.1 Name and contact data
"An wen kann ich mich als Beschäftigter wenden, wenn ich eine datenschutzrelevante Frage oder einen Vorfall melden möchte?","Laut dem Dokument ""KISTERS_IS_IncidentManagement.pdf"" | Section: 4 Reporting channels kannst du dich an verschiedene Kanäle wenden, um eine Datenschutzverletzung zu melden. Dazu gehören:

* itsecurity@kisters.de (für Sicherheitsereignisse)
* datenschutz@kisters.de (für Datenschutzverletzungen)
* Der KISTERS Ticket-System für Informationssicherheit (für Sicherheitsereignisse)

Es ist auch möglich, direkt an die zuständigen Personen zu wenden:

* CISO und DPO

Wenn du möchtest, kannst du auch den Jira Service Desk verwenden: https://conflks.atlassian.net/servicedesk/customer/portal/11",Record of Processing Activities – 2.3 Data Protection Officers for the KISTERS Group
"Wo sind die technischen und organisatorischen Maßnahmen (TOMs) für Datenschutz im Detail beschrieben, wenn ich sie nachlesen möchte?","Die detaillierte Beschreibung der technischen und organisatorischen Maßnahmen (TOMs) für Datenschutz ist in verschiedenen Dokumenten der KISTERS AG enthalten. Einige dieser Dokumente sind:

* ""KISTERS Technische  und  organisatorische  Maßnahmen  bei  Systembetrieb,  -Service  und -Analyse"" (dieses Dokument: 'KISTERS Technische  und  organisatorische  Maßnahmen  bei  Systembetrieb,  -Service  und -Analyse')
* ""KISTERS IS Guideline Change Management""
* ""KISTERS IS Guideline Incident Management""

Diese Dokumente können auf der Website der KISTERS AG oder im internen Datei-Verwaltungssystem (LoED) abgerufen werden.

Außerdem gibt es weitere Dokumente, die sich mit den technischen und organisatorischen Maßnahmen für Datenschutz beschäftigen:

* ""KISTERS Leitlinie zu Informationssicherheit, Datenschutz und Business Continuity""
* ""KISTERS Richtlinie zur Informationssicherheit und Datenschutz""

Es ist ratsam, die Dokumente direkt auf der Website der KISTERS AG oder im internen Datei-Verwaltungssystem (LoED) abzurufen, um sicherzustellen, dass sie aktuell und korrekt sind.

In diesem Zusammenhang empfehle ich Ihnen, sich an den Datenschutzbeauftragten der KISTERS AG zu wenden, wenn Sie weitere Informationen oder Unterstützung benötigen.",Record of Processing Activities – 3 Technical and organisational measures for data protection
"Wie wird sichergestellt, dass das Verzeichnis der Verarbeitungstätigkeiten vollständig und aktuell bleibt?","Laut Dokument: KISTERS_IS_DatenschutzSystemservice.pdf | Section: 3.5.1 Datenschutz-Management [2] wird das Verzeichnis der Verarbeitungstätigkeiten regelmäßig überprüft, um sicherzustellen, dass es vollständig und aktuell ist. Dazu werden die folgenden Maßnahmen ergriffen:

* Regelmäßige Überprüfung des Verzeichnisses auf Vollständigkeit und Aktualität
* Ergänzung von fehlenden Prozessbeschreibungen
* Überprüfung der Gültigkeit und Aktualität bestehender Prozessbeschreibungen
* Anpassung oder Änderung von Prozessbeschreibungen, wenn erforderlich

Darüber hinaus wird in Dokument: KISTERS_DP_RecordProcessingActivities.pdf | Section: 4 Processing activities [1] angegeben, dass die Prozessbeschreibungen regelmäßig überprüft werden, um sicherzustellen, dass sie aktuell und gültig sind.",Record of Processing Activities – 4 Processing activities
"Was bedeutet es für mich in der Praxis, wenn eine Verarbeitungstätigkeit sowohl als Controller als auch als Processor geführt wird?","Laut dem Dokument ""KISTERS_DP_RecordProcessingActivities.pdf"" im Abschnitt ""4.1 Controller vs. processor"" heißt es:

""Um Duplikate zu vermeiden, ist in den einzelnen Verfahrensdokumenten die Rolle, in der diese Verarbeitungstätigkeit durchgeführt wird, eingetragen. Wenn als Processor durchgeführt, werden entweder alle Kontroller explizit aufgeführt oder sich Bezug genommen auf separat gehaltenen Verzeichnissen oder Listen. Letzteres findet insbesondere bei Verarbeitungstätigkeiten Anwendung, die für mehrere Kunden der KISTERS-Gruppe in Bezug auf vertraglich vereinbarte Leistungen gleichartig durchgeführt werden.""

Das bedeutet, dass wenn eine Verarbeitungstätigkeit sowohl als Controller als auch als Processor durchgeführt wird, es wichtig ist, diese Tätigkeit klar zu dokumentieren und die verschiedenen Rollen der beteiligten Personen genau festzulegen. Insbesondere bei Verarbeitungen, die für mehrere Kunden gleichartig durchgeführt werden, kann eine separate Dokumentation hilfreich sein, um Überblick und Transparenz sicherzustellen.",Record of Processing Activities – 4.1 Controller vs. processor
Welche übergeordneten Datenschutzquellen (z. B. DSGVO) werden im Dokument als Referenz genannt?,"Um Ihre Frage zu beantworten, müssen wir den bereitgestellten Kontext analysieren.

Im bereitgestellten Kontext finden wir mehrere Dokumente und ihre Abschnitte, die sich mit Datenschutz und Informationssicherheit beschäftigen. Die relevanten Abschnitte für Ihre Frage sind:

* Im Document: KISTERS_IS_LawsRegulations.pdf | Section: 5 Data Protection / Privacy ist eine Beschreibung der europäischen Verordnung zum Schutz personenbezogener Daten (DS-GVO) enthalten.
* Im Document: KISTERS_IS_DatenschutzSystemservice.pdf ist ein Abschnitt über Pseudonymisierung und Verschlüsselung im Rahmen der Datenschutzgrundverordnung (DS-GVO) beschrieben.
* Im Document: KISTERS_BCM_2-BCM-Process.pdf | Section: 8 References enthält eine Liste von Referenzen, darunter auch einige mit Bezug zur DSGVO.

Daher können wir schlussfolgern, dass die folgenden Quellen im bereitgestellten Kontext als Datenschutzquellen erwähnt werden:

* Die europäische Verordnung zum Schutz personenbezogener Daten (DS-GVO) [2]
* Pseudonymisierung und Verschlüsselung gemäß der DS-GVO [3.1]

Beachten Sie, dass weitere Quellen wie z.B. die BSI-Standards für Informationssicherheit und Business Continuity auch in anderen Dokumenten erwähnt werden.

**Daher lautet meine Antwort:**

Die übergeordneten Datenschutzquellen (z. B. DSGVO), die im bereitgestellten Kontext als Referenz genannt sind, umfassen:

* Die europäische Verordnung zum Schutz personenbezogener Daten (DS-GVO) [2]
* Pseudonymisierung und Verschlüsselung gemäß der DS-GVO [3.1]",Record of Processing Activities – 5 References
"In welchen Abständen wird das Dokument zum Verzeichnis der Verarbeitungstätigkeiten überprüft, und warum ist das wichtig?","Laut dem Dokument ""KISTERS_IS_DatenschutzSystemservice.pdf"" | Section: 3.5.1 Datenschutz-Management wird das Verzeichnis der Verarbeitungstätigkeiten regelmäßig überprüft, um sicherzustellen, dass es aktuell und vollständig ist [2].",Record of Processing Activities – 6 Document history
Warum muss KISTERS ein Verzeichnis von Verarbeitungstätigkeiten führen?,"Nach Art. 30 GDPR (European General Data Protection Regulation) müssen Datenverantwortliche wie KISTERS ein Register über alle ihre persönlichen Daten verarbeitenden Aktivitäten führen [1]. Dieses Register dient der Transparenz und ermöglicht es, die Datenverarbeitungsvorgänge zu überwachen.",RoPA – 1 Introduction
Wer ist Datenschutzbeauftragter der KISTERS Gruppe?,"Laut der Dokumente ""KISTERS_DP_RecordProcessingActivities.pdf"" und ""KISTERS_IS_DatenschutzSystemservice.pdf"" ist Dr. Heinz-Josef Schlebusch der Datenschutzbeauftragte (DPO) der KISTERS Gruppe.

Quelle: [1] ""KISTERS_DP_RecordProcessingActivities.pdf | Section: 2.3 Data Protection Officers for the KISTERS Group""

Quelle: [2] ""KISTERS_IS_DatenschutzSystemservice.pdf | Section: 6 KISTERS Kontakte""

Quelle: [3] ""KISTERS_IS_DatenschutzSystemservice.pdf | Section: 1 Einleitung""",RoPA – 2.3 DPOs
Welche allgemeinen technischen und organisatorischen Maßnahmen (TOMs) verweist KISTERS für Datenschutz?,"Nach der Dokumentation von KISTERS sind die allgemeinen technischen und organisatorischen Maßnahmen (TOMs) zum Datenschutz gemäß Artikel 32 DS-GVO in den KISTERS-Richtlinien zur Informationssicherheit beschrieben, die Teil des KISTERS-Informationssicherheitsmanagementsystems (ISMS) sind. Dazu gehören unter anderem:

*   KISTERS Informations-Sicherheitsrichtlinie
*   KISTERS Passwort Richtlinie
*   KISTERS Richtlinie zur Klassifikation der Informationswerte - Zutritts-, Zugangs- und Zugriffskontrolle
*   KISTERS Informations-Sicherheitsrichtlinie für Administratoren und Systemverantwortliche
*   KISTERS Richtlinie für den Umgang mit Externen Dritten
*   KISTERS IS Guideline Change Management
*   KISTERS IS Guideline Incident Management

Diese Richtlinien sowie deren Umsetzung werden regelmäßig überprüft und auf ihre Wirksamkeit bewertet, indem interne Audits durchgeführt und externe Audits im Rahmen der Attestierungs- und Zertifizierungsprozesse nach ISO/IEC 27001, SOC 2 Typ II und dem BSI Cloud Computing Compliance Criteria Catalogue (BSI C5 Typ II) durchgeführt werden.",RoPA – 3 TOMs Reference
Welche Rolle kann KISTERS bei Datenverarbeitungen einnehmen?,"Laut dem Dokument ""KISTERS_IS_DatenschutzSystemservice.pdf | Section: 2 Anwendungsbereich"" kann KISTERS entweder Verantwortlicher (""KISTERS Daten"") oder Auftragsverarbeiter (""Kundendaten"") im Sinne der Datenschutz-Grundverordnung (DS-GVO) sein.",RoPA – 4.1 Controller vs Processor
Welche Dokumenthistorie wird im Datenschutz-Dokument gepflegt?,"Laut dem bereitgestellten Kontext wird die Dokumenthistorie für das Datenschutz-Dokument im Dokument ""KISTERS_IS_DatenschutzSystemservice.pdf | Section: 7 Dokumenthistorie"" gepflegt. In diesem Abschnitt finden Sie eine Liste aller Änderungen an dem Dokument, einschließlich Datum, Editor und Aktion.

Beispiel:
|   Version | Datum      | Editor*in        | Aktion                                                                                                                                                                                                           |
|-----------|------------|------------------|------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
|       5.6 | 2025-08-04 | H.-J. Schlebusch | Überprüfung, kleine Anpassungen                                                                                                                                                                                  |
|       5.5 | 2025-03-31 | H.-J. Schlebusch | Ergänzung: Meldung an Verantwortliche, Kryptoverfah- ren, sichere Softwareentwicklung                                                                                                                            |
|       5.4 | 2025-01-15 | H.-J. Schlebusch | Ergänzungen: Admin-Tiering, MFA für Arbeitsplatzrech- ner, SOC 'Active Response', DDoS -Schutz                                                                                                                   |
|       5.3 | 2024-03-19 | H.-J. Schlebusch | Überprüfung, kleine Anpassungen                                                                                                                                                                                  |
|       5.2 | 2023-02-17 | H.-J. Schlebusch | Ergänzung: Physikalische Zerstörung von Datenträgern, IDS/SOC, kleine redaktionelle Änderungen                                                                                                                   |
|       5.1 | 2022-08-19 | H.-J. Schlebusch | Ergänzungen: BCMO; Erläuterung zu internen Richtli- nien                                                                                                                                                         |
|       5   | 2022-07-13 | H.-J. Schlebusch | Neuer Dokumententitel: 'KISTERS technische und orga- nisatorische Maßnahmen bei Systembetrieb, -Service und - Analyse'; Neues Kapitel 'Umgang mit behördlichen Anfragen'; verschiedene redaktionelle Änderungen. |
|       4.1 | 2022-02-14 | H.-J. Schlebusch | Übermittlung in Drittländer: Anpassung für neue Stan- dardvertragsklauseln                                                                                                                                       |

Quelle:
KISTERS_IS_DatenschutzSystemservice.pdf | Section: 7 Dokumenthistorie",RoPA – 6 Document History
